dataset,instance,method,makespan,runtime_seconds,n_jobs,n_machines,size
rdata,la26.fjs,MOR,1167,0.1,20,10,200
rdata,la27.fjs,MOR,1247,0.1,20,10,200
rdata,la28.fjs,MOR,1211,0.1,20,10,200
rdata,la29.fjs,MOR,1147,0.1,20,10,200
rdata,la30.fjs,MOR,1193,0.1,20,10,200
rdata,la31.fjs,MOR,1578,0.1,30,10,300
rdata,la32.fjs,MOR,1807,0.1,30,10,300
rdata,la33.fjs,MOR,1547,0.1,30,10,300
rdata,la34.fjs,MOR,1622,0.1,30,10,300
rdata,la35.fjs,MOR,1725,0.2,30,10,300
rdata,la36.fjs,MOR,1240,0.4,15,15,225
rdata,la37.fjs,MOR,1264,0.5,15,15,225
rdata,la38.fjs,MOR,1164,0.4,15,15,225
rdata,la39.fjs,MOR,1341,0.5,15,15,225
rdata,la40.fjs,MOR,1164,0.4,15,15,225
rdata,mt06.fjs,MOR,52,0.0,6,6,36
rdata,mt10.fjs,MOR,786,0.1,10,10,100
rdata,mt20.fjs,MOR,1226,0.0,20,5,100
rdata,orb1.fjs,MOR,928,0.1,10,10,100
rdata,orb10.fjs,MOR,1030,0.1,10,10,100
rdata,orb2.fjs,MOR,913,0.1,10,10,100
rdata,orb3.fjs,MOR,880,0.1,10,10,100
rdata,orb4.fjs,MOR,973,0.1,10,10,100
rdata,orb5.fjs,MOR,849,0.1,10,10,100
rdata,orb6.fjs,MOR,1031,0.1,10,10,100
rdata,orb7.fjs,MOR,-1,0.0,10,10,100
rdata,orb8.fjs,MOR,950,0.1,10,10,100
rdata,orb9.fjs,MOR,861,0.1,10,10,100
vdata,abz5.fjs,MOR,919,0.0,10,10,100
vdata,abz6.fjs,MOR,761,0.0,10,10,100
vdata,abz7.fjs,MOR,514,0.1,20,15,300
vdata,abz8.fjs,MOR,538,0.1,20,15,300
vdata,abz9.fjs,MOR,530,0.1,20,15,300
vdata,car1.fjs,MOR,5715,0.0,11,5,55
vdata,car2.fjs,MOR,6227,0.0,13,4,52
vdata,car3.fjs,MOR,6855,0.0,12,5,60
vdata,car4.fjs,MOR,7642,0.0,14,4,56
vdata,car5.fjs,MOR,6076,0.1,10,6,60
vdata,car6.fjs,MOR,6514,0.3,8,9,72
vdata,car7.fjs,MOR,5376,0.1,7,7,49
vdata,car8.fjs,MOR,5405,0.1,8,8,64
vdata,la01.fjs,MOR,618,0.0,10,5,50
vdata,la02.fjs,MOR,576,0.0,10,5,50
vdata,la03.fjs,MOR,527,0.0,10,5,50
vdata,la04.fjs,MOR,579,0.0,10,5,50
vdata,la05.fjs,MOR,486,0.0,10,5,50
vdata,la06.fjs,MOR,829,0.0,15,5,75
vdata,la07.fjs,MOR,772,0.0,15,5,75
vdata,la08.fjs,MOR,791,0.0,15,5,75
vdata,la09.fjs,MOR,897,0.0,15,5,75
vdata,la10.fjs,MOR,891,0.0,15,5,75
vdata,la11.fjs,MOR,1114,0.0,20,5,100
vdata,la12.fjs,MOR,984,0.0,20,5,100
vdata,la13.fjs,MOR,1065,0.0,20,5,100
vdata,la14.fjs,MOR,1170,0.0,20,5,100
vdata,la15.fjs,MOR,1155,0.0,20,5,100
vdata,la16.fjs,MOR,817,0.0,10,10,100
vdata,la17.fjs,MOR,684,0.0,10,10,100
vdata,la18.fjs,MOR,677,0.0,10,10,100
vdata,la19.fjs,MOR,662,0.0,10,10,100
vdata,la20.fjs,MOR,772,0.0,10,10,100
vdata,la21.fjs,MOR,867,0.0,15,10,150
vdata,la22.fjs,MOR,783,0.0,15,10,150
vdata,la23.fjs,MOR,863,0.0,15,10,150
vdata,la24.fjs,MOR,853,0.0,15,10,150
vdata,la25.fjs,MOR,832,0.0,15,10,150
vdata,la26.fjs,MOR,1123,0.1,20,10,200
vdata,la27.fjs,MOR,1141,0.1,20,10,200
vdata,la28.fjs,MOR,1098,0.0,20,10,200
vdata,la29.fjs,MOR,1042,0.1,20,10,200
vdata,la30.fjs,MOR,1103,0.1,20,10,200
vdata,la31.fjs,MOR,1582,0.1,30,10,300
vdata,la32.fjs,MOR,1747,0.1,30,10,300
vdata,la33.fjs,MOR,1543,0.1,30,10,300
vdata,la34.fjs,MOR,1558,0.1,30,10,300
vdata,la35.fjs,MOR,1604,0.1,30,10,300
vdata,la36.fjs,MOR,997,0.2,15,15,225
vdata,la37.fjs,MOR,1068,0.2,15,15,225
vdata,la38.fjs,MOR,968,0.2,15,15,225
vdata,la39.fjs,MOR,955,0.2,15,15,225
vdata,la40.fjs,MOR,974,0.2,15,15,225
vdata,mt06.fjs,MOR,47,0.0,6,6,36
vdata,mt10.fjs,MOR,670,0.0,10,10,100
vdata,mt20.fjs,MOR,1052,0.0,20,5,100
vdata,orb1.fjs,MOR,776,0.0,10,10,100
vdata,orb10.fjs,MOR,709,0.0,10,10,100
vdata,orb2.fjs,MOR,689,0.0,10,10,100
vdata,orb3.fjs,MOR,727,0.0,10,10,100
vdata,orb4.fjs,MOR,767,0.0,10,10,100
vdata,orb5.fjs,MOR,606,0.0,10,10,100
vdata,orb6.fjs,MOR,765,0.0,10,10,100
vdata,orb7.fjs,MOR,-1,0.0,10,10,100
vdata,orb8.fjs,MOR,638,0.0,10,10,100
vdata,orb9.fjs,MOR,675,0.0,10,10,100
edata,abz5.fjs,MWR,1288,0.1,10,10,100
edata,abz6.fjs,MWR,980,0.1,10,10,100
edata,abz7.fjs,MWR,743,0.5,20,15,300
edata,abz8.fjs,MWR,732,0.5,20,15,300
edata,abz9.fjs,MWR,801,0.6,20,15,300
edata,car1.fjs,MWR,7897,0.2,11,5,55
edata,car2.fjs,MWR,8547,0.1,13,4,52
edata,car3.fjs,MWR,8898,0.2,12,5,60
edata,car4.fjs,MWR,9446,0.1,14,4,56
edata,car5.fjs,MWR,7952,0.2,10,6,60
edata,car6.fjs,MWR,10047,0.6,8,9,72
edata,car7.fjs,MWR,7352,0.2,7,7,49
edata,car8.fjs,MWR,9389,0.4,8,8,64
edata,la01.fjs,MWR,756,0.0,10,5,50
edata,la02.fjs,MWR,767,0.0,10,5,50
edata,la03.fjs,MWR,657,0.0,10,5,50
edata,la04.fjs,MWR,719,0.0,10,5,50
edata,la05.fjs,MWR,568,0.0,10,5,50
edata,la06.fjs,MWR,968,0.0,15,5,75
edata,la07.fjs,MWR,968,0.0,15,5,75
edata,la08.fjs,MWR,906,0.0,15,5,75
edata,la09.fjs,MWR,1035,0.0,15,5,75
edata,la10.fjs,MWR,937,0.0,15,5,75
edata,la11.fjs,MWR,1212,0.0,20,5,100
edata,la12.fjs,MWR,1059,0.0,20,5,100
edata,la13.fjs,MWR,1236,0.0,20,5,100
edata,la14.fjs,MWR,1167,0.0,20,5,100
edata,la15.fjs,MWR,1285,0.0,20,5,100
edata,la16.fjs,MWR,1015,0.1,10,10,100
edata,la17.fjs,MWR,781,0.1,10,10,100
edata,la18.fjs,MWR,921,0.1,10,10,100
edata,la19.fjs,MWR,950,0.1,10,10,100
edata,la20.fjs,MWR,991,0.1,10,10,100
edata,la21.fjs,MWR,1209,0.2,15,10,150
edata,la22.fjs,MWR,1068,0.1,15,10,150
edata,la23.fjs,MWR,1125,0.1,15,10,150
edata,la24.fjs,MWR,1120,0.1,15,10,150
edata,la25.fjs,MWR,1127,0.1,15,10,150
edata,la26.fjs,MWR,1322,0.2,20,10,200
edata,la27.fjs,MWR,1440,0.2,20,10,200
edata,la28.fjs,MWR,1410,0.2,20,10,200
edata,la29.fjs,MWR,1389,0.2,20,10,200
edata,la30.fjs,MWR,1481,0.2,20,10,200
edata,la31.fjs,MWR,1848,0.4,30,10,300
edata,la32.fjs,MWR,1920,0.2,30,10,300
edata,la33.fjs,MWR,1767,0.3,30,10,300
edata,la34.fjs,MWR,1890,0.4,30,10,300
edata,la35.fjs,MWR,1995,0.5,30,10,300
edata,la36.fjs,MWR,1333,0.7,15,15,225
edata,la37.fjs,MWR,1551,0.8,15,15,225
edata,la38.fjs,MWR,1324,0.7,15,15,225
edata,la39.fjs,MWR,1452,0.8,15,15,225
edata,la40.fjs,MWR,1379,0.6,15,15,225
edata,mt06.fjs,MWR,61,0.0,6,6,36
edata,mt10.fjs,MWR,985,0.1,10,10,100
edata,mt20.fjs,MWR,1454,0.0,20,5,100
edata,orb1.fjs,MWR,1190,0.1,10,10,100
edata,orb10.fjs,MWR,1124,0.1,10,10,100
edata,orb2.fjs,MWR,1022,0.1,10,10,100
edata,orb3.fjs,MWR,1216,0.1,10,10,100
edata,orb4.fjs,MWR,1236,0.1,10,10,100
edata,orb5.fjs,MWR,1041,0.1,10,10,100
edata,orb6.fjs,MWR,1247,0.1,10,10,100
edata,orb7.fjs,MWR,-1,0.0,10,10,100
edata,orb8.fjs,MWR,1107,0.1,10,10,100
edata,orb9.fjs,MWR,1176,0.1,10,10,100
rdata,abz5.fjs,MWR,1148,0.1,10,10,100
rdata,abz6.fjs,MWR,888,0.1,10,10,100
rdata,abz7.fjs,MWR,611,0.3,20,15,300
rdata,abz8.fjs,MWR,617,0.3,20,15,300
rdata,abz9.fjs,MWR,677,0.3,20,15,300
rdata,car1.fjs,MWR,6259,0.1,11,5,55
rdata,car2.fjs,MWR,7749,0.1,13,4,52
rdata,car3.fjs,MWR,6815,0.1,12,5,60
rdata,car4.fjs,MWR,7960,0.1,14,4,56
rdata,car5.fjs,MWR,6498,0.1,10,6,60
rdata,car6.fjs,MWR,7863,0.4,8,9,72
rdata,car7.fjs,MWR,5702,0.1,7,7,49
rdata,car8.fjs,MWR,6783,0.2,8,8,64
rdata,la01.fjs,MWR,601,0.0,10,5,50
rdata,la02.fjs,MWR,601,0.0,10,5,50
rdata,la03.fjs,MWR,532,0.0,10,5,50
rdata,la04.fjs,MWR,547,0.0,10,5,50
rdata,la05.fjs,MWR,520,0.0,10,5,50
rdata,la06.fjs,MWR,879,0.0,15,5,75
rdata,la07.fjs,MWR,796,0.0,15,5,75
rdata,la08.fjs,MWR,830,0.0,15,5,75
rdata,la09.fjs,MWR,926,0.0,15,5,75
rdata,la10.fjs,MWR,855,0.0,15,5,75
rdata,la11.fjs,MWR,1086,0.0,20,5,100
rdata,la12.fjs,MWR,949,0.0,20,5,100
rdata,la13.fjs,MWR,1060,0.0,20,5,100
rdata,la14.fjs,MWR,1117,0.0,20,5,100
rdata,la15.fjs,MWR,1157,0.0,20,5,100
rdata,la16.fjs,MWR,854,0.1,10,10,100
rdata,la17.fjs,MWR,755,0.1,10,10,100
rdata,la18.fjs,MWR,780,0.1,10,10,100
rdata,la19.fjs,MWR,918,0.1,10,10,100
rdata,la20.fjs,MWR,932,0.1,10,10,100
rdata,la21.fjs,MWR,994,0.1,15,10,150
rdata,la22.fjs,MWR,899,0.1,15,10,150
rdata,la23.fjs,MWR,1009,0.1,15,10,150
rdata,la24.fjs,MWR,988,0.1,15,10,150
rdata,la25.fjs,MWR,974,0.1,15,10,150
rdata,la26.fjs,MWR,1203,0.1,20,10,200
rdata,la27.fjs,MWR,1231,0.1,20,10,200
rdata,la28.fjs,MWR,1204,0.1,20,10,200
rdata,la29.fjs,MWR,1096,0.1,20,10,200
rdata,la30.fjs,MWR,1241,0.1,20,10,200
rdata,la31.fjs,MWR,1644,0.1,30,10,300
rdata,la32.fjs,MWR,1716,0.1,30,10,300
rdata,la33.fjs,MWR,1594,0.2,30,10,300
rdata,la34.fjs,MWR,1605,0.1,30,10,300
rdata,la35.fjs,MWR,1686,0.1,30,10,300
rdata,la36.fjs,MWR,1216,0.5,15,15,225
rdata,la37.fjs,MWR,1309,0.5,15,15,225
rdata,la38.fjs,MWR,1141,0.5,15,15,225
rdata,la39.fjs,MWR,1150,0.4,15,15,225
rdata,la40.fjs,MWR,1148,0.7,15,15,225
rdata,mt06.fjs,MWR,51,0.0,6,6,36
rdata,mt10.fjs,MWR,771,0.1,10,10,100
rdata,mt20.fjs,MWR,1175,0.0,20,5,100
rdata,orb1.fjs,MWR,956,0.1,10,10,100
rdata,orb10.fjs,MWR,926,0.1,10,10,100
rdata,orb2.fjs,MWR,791,0.1,10,10,100
rdata,orb3.fjs,MWR,918,0.1,10,10,100
rdata,orb4.fjs,MWR,957,0.1,10,10,100
rdata,orb5.fjs,MWR,892,0.1,10,10,100
rdata,orb6.fjs,MWR,909,0.1,10,10,100
rdata,orb7.fjs,MWR,-1,0.0,10,10,100
rdata,orb8.fjs,MWR,792,0.1,10,10,100
rdata,orb9.fjs,MWR,921,0.1,10,10,100
vdata,abz5.fjs,MWR,887,0.0,10,10,100
vdata,abz6.fjs,MWR,769,0.0,10,10,100
vdata,abz7.fjs,MWR,507,0.1,20,15,300
vdata,abz8.fjs,MWR,520,0.1,20,15,300
vdata,abz9.fjs,MWR,508,0.1,20,15,300
vdata,car1.fjs,MWR,5169,0.0,11,5,55
vdata,car2.fjs,MWR,6204,0.0,13,4,52
vdata,car3.fjs,MWR,5875,0.0,12,5,60
vdata,car4.fjs,MWR,7605,0.0,14,4,56
vdata,car5.fjs,MWR,5259,0.0,10,6,60
vdata,car6.fjs,MWR,5553,0.1,8,9,72
vdata,car7.fjs,MWR,5399,0.1,7,7,49
vdata,car8.fjs,MWR,4956,0.1,8,8,64
vdata,la01.fjs,MWR,627,0.0,10,5,50
vdata,la02.fjs,MWR,571,0.0,10,5,50
vdata,la03.fjs,MWR,535,0.0,10,5,50
vdata,la04.fjs,MWR,548,0.0,10,5,50
vdata,la05.fjs,MWR,477,0.0,10,5,50
vdata,la06.fjs,MWR,823,0.0,15,5,75
vdata,la07.fjs,MWR,780,0.0,15,5,75
vdata,la08.fjs,MWR,815,0.0,15,5,75
vdata,la09.fjs,MWR,874,0.0,15,5,75
vdata,la10.fjs,MWR,812,0.0,15,5,75
vdata,la11.fjs,MWR,1102,0.0,20,5,100
vdata,la12.fjs,MWR,950,0.0,20,5,100
vdata,la13.fjs,MWR,1049,0.0,20,5,100
vdata,la14.fjs,MWR,1086,0.0,20,5,100
vdata,la15.fjs,MWR,1100,0.0,20,5,100
vdata,la16.fjs,MWR,739,0.0,10,10,100
vdata,la17.fjs,MWR,689,0.0,10,10,100
vdata,la18.fjs,MWR,669,0.0,10,10,100
vdata,la19.fjs,MWR,645,0.0,10,10,100
vdata,la20.fjs,MWR,784,0.0,10,10,100
vdata,la21.fjs,MWR,832,0.0,15,10,150
vdata,la22.fjs,MWR,783,0.0,15,10,150
vdata,la23.fjs,MWR,855,0.0,15,10,150
vdata,la24.fjs,MWR,795,0.0,15,10,150
vdata,la25.fjs,MWR,776,0.0,15,10,150
vdata,la26.fjs,MWR,1069,0.0,20,10,200
vdata,la27.fjs,MWR,1116,0.1,20,10,200
vdata,la28.fjs,MWR,1085,0.1,20,10,200
vdata,la29.fjs,MWR,1043,0.1,20,10,200
vdata,la30.fjs,MWR,1094,0.1,20,10,200
vdata,la31.fjs,MWR,1530,0.1,30,10,300
vdata,la32.fjs,MWR,1675,0.1,30,10,300
vdata,la33.fjs,MWR,1516,0.1,30,10,300
vdata,la34.fjs,MWR,1558,0.1,30,10,300
vdata,la35.fjs,MWR,1561,0.1,30,10,300
vdata,la36.fjs,MWR,967,0.2,15,15,225
vdata,la37.fjs,MWR,1042,0.2,15,15,225
vdata,la38.fjs,MWR,966,0.2,15,15,225
vdata,la39.fjs,MWR,974,0.2,15,15,225
vdata,la40.fjs,MWR,972,0.2,15,15,225
vdata,mt06.fjs,MWR,47,0.0,6,6,36
vdata,mt10.fjs,MWR,665,0.0,10,10,100
vdata,mt20.fjs,MWR,1081,0.0,20,5,100
vdata,orb1.fjs,MWR,766,0.0,10,10,100
vdata,orb10.fjs,MWR,721,0.0,10,10,100
vdata,orb2.fjs,MWR,679,0.0,10,10,100
vdata,orb3.fjs,MWR,737,0.0,10,10,100
vdata,orb4.fjs,MWR,764,0.0,10,10,100
vdata,orb5.fjs,MWR,610,0.0,10,10,100
vdata,orb6.fjs,MWR,732,0.0,10,10,100
vdata,orb7.fjs,MWR,-1,0.0,10,10,100
vdata,orb8.fjs,MWR,626,0.0,10,10,100
vdata,orb9.fjs,MWR,687,0.0,10,10,100
edata,abz5.fjs,DRL-Greedy,1310,0.5112800002098083,10,10,100
edata,abz6.fjs,DRL-Greedy,1131,0.4667062759399414,10,10,100
edata,abz7.fjs,DRL-Greedy,731,1.401311278343201,20,15,300
edata,abz8.fjs,DRL-Greedy,737,1.392169117927551,20,15,300
edata,abz9.fjs,DRL-Greedy,760,1.394608497619629,20,15,300
edata,car1.fjs,DRL-Greedy,7402,0.2560375034809113,11,5,55
edata,car2.fjs,DRL-Greedy,8188,0.2425022423267365,13,4,52
edata,car3.fjs,DRL-Greedy,8690,0.2784844040870667,12,5,60
edata,car4.fjs,DRL-Greedy,9593,0.2609719634056091,14,4,56
edata,car5.fjs,DRL-Greedy,8849,0.2795752584934235,10,6,60
edata,car6.fjs,DRL-Greedy,10045,0.3356868922710419,8,9,72
edata,car7.fjs,DRL-Greedy,7124,0.2284862995147705,7,7,49
edata,car8.fjs,DRL-Greedy,9017,0.297763854265213,8,8,64
edata,la01.fjs,DRL-Greedy,688,0.2325588464736938,10,5,50
edata,la02.fjs,DRL-Greedy,789,0.2328573763370514,10,5,50
edata,la03.fjs,DRL-Greedy,645,0.2306246310472488,10,5,50
